Plate	Row	Column	Cell	ID	FAM1	VIC1	ratio.1	Plate.1	Row.1	Column.1	FAM2	VIC2	ratio.2	Ratio	stdev	plt.norm	mean.ratio
8	G	4	IFNG	322	19.30274678	24.15839266	28.95309919	8	G	10	20.10522136	25.12121166	32.35664908	30.65487414	2.406673195	0.887595713	30.60760149
8	G	5	IFNG	307	18.63155803	23.86740085	37.68302352	8	G	11	19.83899765	25.03696107	36.7064942	37.19475885	0.69051049	1.076954625	37.19155387
8	G	6	IFNG	417	19.18527732	24.08663437	29.88515355	8	G	12	20.29834893	25.49584263	36.69454499	33.28984933	4.81496678	0.96389003	33.11528513
8	H	1	IFNG	367	18.54529814	23.8915051	40.67884917	8	H	7	19.37498842	24.84909831	44.4499502	42.56439967	2.666571125	1.232429743	42.52261528
8	H	2	IFNG	377	19.29664036	24.13664169	28.64082867	8	H	8	24.38194322	29.37660811	31.88188188	30.26135519	2.291770833	0.876201579	30.21793375
8	H	3	IFNG	387	19.34014366	24.17723348	28.58308676	8	H	9	20.32764116	25.61546962	39.06564335	33.82436508	7.412286818	0.979366651	33.41581462
8	H	4	IFNG	320	19.2903011	24.16915805	29.42268393	8	H	10	20.1223492	25.22643531	34.39402637	31.90835513	3.515269968	0.923889594	31.81139051
8	H	5	IFNG	306	19.04410011	23.69799439	25.1745534	8	H	11	20.09101136	25.05378984	31.18495952	28.17975648	4.249998905	0.815929986	28.01905474
9	A	3	IFNG	352	18.8876434	24.13339733	37.94279162	9	A	9	19.84776869	25.17567845	40.16619145	39.03866586	1.572181096	1.010954705	39.03866587
9	A	4	IFNG	402	18.47718227	23.45509468	31.51381273	9	A	10	19.40540222	24.61775212	37.07436063	34.18120035	3.931901127	0.885164607	34.18120032
9	A	5	IFNG	413	18.52807563	23.70695597	36.22416014	9	A	11	19.43404765	24.93368828	45.24356275	40.48345418	6.377680745	1.048369292	40.48345416
9	B	3	IFNG	353	18.68589049	23.80557406	34.76788904	9	B	9	19.83972747	25.30579825	44.20295083	39.2025929	6.671596169	1.015199799	39.20259293
9	B	4	IFNG	403	18.12781825	23.29863315	36.02221268	9	B	10	19.27161202	24.72879718	43.93153945	39.78079005	5.5927386	1.030172932	39.78079023
9	B	5	IFNG	414	19.00423057	24.18211702	36.19921356	9	B	11	20.00475447	25.40269115	42.16390788	39.06789354	4.217675799	1.011711592	39.06789353
9	C	3	IFNG	393	19.07335229	24.36475449	39.16253384	9	C	9	20.16788787	25.30846724	35.27512708	37.16804216	2.748811686	0.962512583	37.16804202
9	C	4	IFNG	404	19.40051316	24.40091176	32.00884244	9	C	10	20.41740274	25.87066285	43.81218027	37.44832673	8.346220219	0.9697709	37.4483268
9	C	5	IFNG	415	19.08115446	24.12565075	33.00233725	9	C	11	20.44657208	25.46440386	32.39797594	32.69876035	0.427347983	0.846774983	32.6987603
9	D	3	IFNG	394	19.41177703	24.22703967	28.15389525	9	D	9	20.56127955	25.61086598	33.11898218	30.53568985	3.510846637	0.790759588	30.53568989
9	D	4	IFNG	405	19.22312747	24.0724783	28.82704065	9	D	10	20.3709011	25.32991751	31.10374526	29.94376277	1.609873267	0.775430902	29.9437628
9	E	3	IFNG	397	18.81647914	24.17818489	41.11821557	9	E	9	20.14526126	25.56453686	42.79218951	41.94685296	1.183678324	1.08626582	41.94685304
9	E	4	IFNG	406	18.78471352	24.03867051	38.15914631	9	E	10	20.16612135	25.50767969	40.54798562	39.33543588	1.689164475	1.018639933	39.33543587
9	F	3	IFNG	398	19.57929731	25.47547317	59.55603743	9	F	9	20.66498942	26.19652531	46.25495104	52.4858228	9.40528838	1.359185524	52.48582273
9	F	4	IFNG	408	19.13442021	24.28580878	35.54041378	9	F	10	20.26622873	26.00123421	53.2609212	43.50764505	12.53029096	1.126684468	43.50764506
9	G	3	IFNG	399	19.12555171	24.95958117	57.04503682	9	G	9	20.04066347	25.62998811	48.14535237	52.40661598	6.293027223	1.357134365	52.40661603
9	G	4	IFNG	411	19.24519643	24.22309248	31.51345547	9	G	10	20.13205891	25.0340266	29.89780542	30.6950022	1.142437108	0.794885179	30.69500224
9	H	3	IFNG	401	19.14466977	23.96988016	28.3486945	9	H	9	20.22702929	25.59940574	41.42346852	34.26807923	9.245261378	0.887414443	34.26807913
9	H	4	IFNG	412	18.52204887	23.82212119	39.39859618	9	H	10	19.76944678	25.07712454	39.60684186	39.5025818	0.14725193	1.022968384	39.50258173
